id,xgboost,adaboost,random_forests,knn,svm,price
8570900162,218322,275000,221968,193500,333518,193500
7632400400,1011362,675000,928174,1050000,870724,1050000
1310820150,335050,356000,328390,305950,397829,305950
6705120280,406678,376000,411496,428000,474526,428000
792000006,170693,175000,183535,187000,174190,187000
5706000070,616110,569888,565696,589000,625935,589000
6388930420,578170,555000,566612,582000,549707,582000
7211400850,239328,250000,239100,229000,169416,229000
9238500190,473017,580000,505618,440000,661695,440000
4151800470,657684,625000,643016,675000,414490,675000
1327600150,351505,362865,352373,359950,382586,359950
4024101052,307272,299950,304287,305500,424644,305500
192450300,302769,305000,315655,309950,201998,309950
3461000120,437281,425000,440653,450000,516342,450000
5249803185,530646,580000,530181,525000,489872,525000
6303401365,229131,240000,217005,210000,241153,210000
2767603612,502272,500000,499554,489000,481662,489000
3424089119,647967,555000,592126,654000,494081,654000
5049800005,416383,405000,422971,447000,393854,447000
1423400005,226425,225000,236121,249950,204346,249950
126059005,537140,499000,538933,547000,542743,547000
2288900140,1559365,1350000,1511390,1620000,731481,1620000
3629990180,479718,509000,520829,535000,331984,535000
5700000905,709615,700000,732893,739000,622001,739000
3365900520,193424,209000,196625,192500,277429,192500
8824900050,674103,685000,676148,656500,641687,656500
5608010980,913301,910000,886519,878000,895657,878000
9558020380,458586,485000,492303,525000,577010,525000
2937300550,1045530,988990,1028358,1040890,892599,1040890
2923049468,275840,269950,279436,280000,287219,280000
2426059076,636823,599000,636161,680000,667179,680000
7305300090,350685,350000,343544,338000,415287,338000
4073200575,475929,490000,470231,460000,494163,460000
9547202950,527683,540000,552227,564000,440153,564000
4038800580,545531,615000,578165,565000,521001,565000
7853230270,434214,475000,453618,435000,427034,435000
7202260040,663605,691500,686218,705000,634636,705000
3336000052,228366,319000,247751,221000,333070,221000
2141200030,614131,620000,623349,625000,540915,625000
3303850360,1294710,1415000,1353208,1280000,1198582,1280000
2125400160,426309,388000,410521,427800,507103,427800
9558040230,467601,487500,463203,438800,602567,438800
2825059256,736192,885000,773784,680000,757517,680000
6744701310,1841437,1899000,1721470,1850000,1561853,1850000
726049331,515675,520000,513974,515000,591887,515000
2215500080,610867,616500,598746,580000,526742,580000
9376301110,484900,499000,510253,518000,477288,518000
3395800660,214875,239000,217175,190000,249949,190000
2922701085,526381,485000,517157,543000,533169,543000
3034200543,510221,545000,527630,500000,570175,500000
5101404444,616112,590000,582185,564000,677980,564000
9542802000,210109,220000,195606,185000,162381,185000
5101405124,445636,447500,435840,435000,513943,435000
2481610050,889692,905000,901108,905000,954804,905000
342000570,474422,497000,450601,429000,428345,429000
423059039,378613,359000,362177,365000,350471,365000
4038700720,527045,501000,521645,525126,534615,525126
9272201385,669213,790000,713117,677500,594382,677500
8732040820,278189,289000,262967,247000,348436,247000
5412400180,267528,250000,262710,267500,258065,267500
1388600110,238339,230000,242874,245000,184229,245000
2581900165,1223414,1437500,1333770,1130000,1050457,1130000
2767600686,467362,440000,470441,487000,420470,487000
98000560,956135,960000,964511,959900,971778,959900
2221000100,303069,279000,302728,310000,327289,310000
7137960440,289381,301000,289157,292500,309551,292500
3758900220,1146938,1350000,1321142,1135000,1045869,1135000
7697870700,243180,240000,247637,260000,266231,260000
797000276,267908,300000,273016,270000,366954,270000
3814800300,362898,359500,377505,386000,396204,386000
4278900055,610608,710000,638111,599000,665176,599000
723049158,188621,260000,194605,135000,183595,135000
4027701284,393796,385000,389650,385000,496162,385000
5636000400,282460,270000,259309,253000,169204,253000
5453700140,756989,713250,695443,800000,501073,800000
9828702851,709178,629950,686445,730000,532513,730000
2085200545,192341,202000,191040,180000,77154,180000
8682261650,521047,519000,543971,554000,479765,554000
7375300160,583367,630000,576419,530000,566277,530000
7899800915,226985,217000,210087,216000,246865,216000
9250900095,324253,330000,331497,331000,467529,331000
1180005220,240554,235000,212314,225000,231590,225000
9560700010,576330,526000,558062,549800,471512,549800
3834500170,396665,404000,397317,375000,515883,375000
2380000190,370156,379000,386056,375000,399853,375000
6852700279,480283,450000,458205,475000,377780,475000
2412600070,238044,302000,265466,230000,319223,230000
2525000510,308102,297000,316077,328000,263561,328000
1003400250,225464,200000,231991,237000,208662,237000
8029200135,252270,256000,239273,247000,283848,247000
2112700895,258691,265000,284490,276000,281689,276000
9285800345,362096,400000,360076,320000,419286,320000
2206700295,464299,425000,438998,453000,387579,453000
1974300020,507271,577000,475235,380000,605299,380000
2473000470,372247,437500,390711,336000,545655,336000
6896300375,529869,452000,524642,580000,614315,580000
2763710060,483665,500000,484847,459950,607068,459950
9432900040,322533,334950,324807,325000,318736,325000
8816400885,452848,539000,484371,450000,525818,450000
4443800415,537827,540000,506577,475000,465697,475000
976000790,627356,606400,645621,670000,449812,670000
1823059106,319253,329950,299261,288250,398817,288250
2922701175,520194,515000,540552,535000,511595,535000
3293700521,403308,420000,404160,389000,485095,389000
7853360620,429815,427500,430104,425000,352326,425000
4047200135,314383,530000,435428,289275,724280,289275
1402970020,418219,395000,425176,440000,464784,440000
6181500120,330324,343000,323686,312891,372356,312891
579003240,730152,688000,719577,720000,715073,720000
5071400485,570539,534000,591075,637000,498543,637000
2968800010,308225,308000,297783,275000,369540,275000
6123600285,195781,192000,193752,185000,132692,185000
7525000080,565733,565000,589023,588500,549020,588500
2525300030,227284,240000,229022,232000,119576,232000
4045100075,2329287,1550000,2141256,2400000,1223180,2400000
8081020330,1282944,1108000,1235916,1320000,1084791,1320000
6699001200,373557,394000,364220,355000,511494,355000
1473200170,315704,329950,313239,305000,478487,305000
8965500320,785130,760500,763087,780000,692509,780000
98000950,1072822,1175000,1121888,1060000,1160614,1060000
2420069042,242002,287000,259068,240000,349715,240000
8648900060,528015,540000,520166,509900,440986,509900
8598900125,432504,413000,424091,443000,472970,443000
6632300207,386622,400000,382444,385000,535196,385000
1453602309,304758,324500,299682,288000,452271,288000
2473530150,406186,415000,409700,412950,495848,412950
7349650330,281931,282900,273124,270000,240335,270000
2570300090,361398,387500,364470,355000,397707,355000
6082400191,276182,252000,270005,287000,394816,287000
2436700395,548013,515000,587861,621000,459899,621000
3832051140,309870,315000,308876,310000,336450,310000
5029450290,238438,239950,227355,230000,246376,230000
1924059254,1282118,1160000,1303198,1295000,974442,1295000
1025049266,559903,549900,551451,555000,407583,555000
9834200365,583069,495000,557229,607000,540453,607000
3523059056,366989,386000,368557,365000,510764,365000
104540820,236141,226750,226644,221000,232075,221000
5450300010,604628,625000,573719,572000,433652,572000
8856003839,221317,217000,215930,215000,142017,215000
5468750060,346038,365000,340781,328500,517351,328500
7987401010,679503,723000,680724,633000,682143,633000
2997800075,621273,575000,613599,649950,521641,649950
5423030380,656991,592000,662625,725000,523134,725000
6362900171,507007,499950,509130,499950,450910,499950
726049190,388329,310000,384443,431000,508482,431000
1085623350,470486,469950,461986,460940,533465,460940
9551202025,710760,665000,746154,800000,542506,800000
4438400050,222668,187250,212331,239000,154400,239000
9808630260,994041,870000,993938,1017000,889136,1017000
1085622540,359098,359950,363166,379500,389193,379500
3732800495,441792,469000,463280,429000,460438,429000
5045700400,572676,552500,559428,559950,509338,559950
1180002378,301891,310000,302097,299000,272054,299000
5100404030,595418,690000,598317,523000,683614,523000
226039075,639407,690500,685186,655500,734923,655500
8691440100,882483,825000,851623,895000,790331,895000
7891600590,370902,415000,367345,336000,427352,336000
6373000187,515214,530000,508706,497000,389380,497000
3278612450,398951,425000,389898,391000,441488,391000
2767604074,448302,475000,443291,437500,430169,437500
8835800350,1957089,2699999,2103469,1950000,1520812,1950000
5706201470,502863,435000,493599,525000,470764,525000
9526600210,686670,693000,716094,717000,614092,717000
2618300350,231053,232000,220185,199000,252990,199000
6071800480,359335,400000,341106,271950,388636,271950
3331000455,296493,320000,274110,230000,293297,230000
2215500230,593874,597000,616596,615750,537400,615750
5102400035,512261,490000,535557,560000,492273,560000
221029019,412821,550388,488723,400000,986680,400000
6381502155,332126,365000,330576,300000,414305,300000
3459600440,1233526,1030000,1185483,1310000,938681,1310000
9826701320,494159,512500,509491,485000,500799,485000
7129304375,177049,185000,197549,202000,176247,202000
985000955,276372,283000,282744,290000,406369,290000
8648220270,260060,254000,271623,291500,231340,291500
7857004225,336749,329000,344567,355000,459956,355000
518500480,3009249,2200000,2589188,3000000,1536459,3000000
1453602360,848070,430000,643252,1000000,467768,1000000
2824600180,739746,890000,812612,713414,847813,713414
2597670470,345618,345000,334416,330000,434316,330000
2946001675,183157,169900,205806,234000,75741,234000
9297300750,392877,440000,385946,355000,464176,355000
5438000080,264764,250275,264856,264950,284835,264950
301400930,249976,250000,263647,267000,219991,267000
2524059267,847092,982000,903159,799900,924628,799900
8127700735,1120953,1225000,1076758,1095000,834079,1095000
8091410390,270094,285000,246205,220000,240902,220000
1370803835,736662,775000,713037,705000,653555,705000
1862400517,353635,388000,367945,350000,419146,350000
6679000720,291347,295000,293674,296000,248724,296000
6414100721,347197,324000,359416,407500,413897,407500
6450303820,276900,290000,262753,245000,310186,245000
3278600900,404366,399000,414908,443000,390741,443000
8564860130,601512,594950,607647,598992,657807,598992
3997500130,305236,280000,302458,310000,306438,310000
7525950110,1174525,1150000,1157120,1200000,1185797,1200000
7282900025,259854,278750,260238,250000,325433,250000
2874600040,635977,650500,676883,680000,676175,680000
1328320800,320334,330000,315184,305000,388309,305000
2946003947,232496,210000,206893,204000,216445,204000
2722069077,424675,354000,393396,430000,282218,430000
162500015,363049,400000,375136,362500,542958,362500
1922059278,199931,172000,211085,255000,201150,255000
1223089081,416200,410000,411448,425000,290139,425000
2115200125,376589,405000,405146,384000,428044,384000
50300090,401353,399950,391565,398950,489373,398950
5078400090,888723,770000,857549,915000,550889,915000
7888400560,228443,235000,224381,208000,276698,208000
3303950220,351436,365000,352126,348450,380154,348450
1924059029,4666513,3199999,4430375,4668000,2288582,4668000
2825079001,770938,470000,636969,800000,598597,800000
2826049091,283621,279200,272582,259950,301782,259950
6300000396,367671,375000,380306,375000,330642,375000
3787000140,467450,460000,456436,450000,546483,450000
3585900495,1253543,1127500,1225841,1250000,1114710,1250000
898000220,233907,230000,250243,262500,192733,262500
3388000040,243890,250000,252239,260000,276759,260000
4139440460,776488,810000,773470,751305,723338,751305
475000750,527995,623500,539085,477000,539749,477000
6738700075,746421,950000,845719,755000,819685,755000
5538300120,408414,439950,425378,420000,525850,420000
3528900160,630682,650000,650546,655000,438150,655000
1922059197,255371,260000,281271,291000,344724,291000
1748800120,380307,418000,372676,353500,550691,353500
2525069041,494099,480000,508623,505000,412910,505000
6206100030,531742,485000,528063,550000,402101,550000
8651520400,580947,567000,593007,610750,553773,610750
629000615,1479076,1289000,1372607,1495000,908985,1495000
1781500435,411866,561000,384849,260000,495042,260000
2071700010,378225,442500,384091,340000,571252,340000
9286100250,461679,445000,477104,500000,446430,500000
5457300703,658661,590000,673300,707500,632042,707500
1438000110,561603,544800,572848,580135,529403,580135
2770602135,630218,620000,621894,607500,493389,607500
6028000090,473171,599990,508766,438000,561582,438000
1102001112,646974,510000,665276,802500,545012,802500
2521059060,505263,485000,500330,490000,539816,490000
9433000060,823974,799990,814983,814950,722062,814950
1775900140,431184,432500,419240,400000,577665,400000
976000903,676923,585000,632185,655000,543260,655000
1604601225,437660,465500,443414,423500,515785,423500
3362401295,582295,549010,597518,630000,483901,630000
5249804655,714368,625000,724408,800000,590489,800000
2968801105,230229,215000,205677,200000,185408,200000
7853221330,698194,685000,706576,675000,817638,675000
3751606785,376140,361000,362728,335000,481436,335000
1432400120,201073,215000,195636,165000,155196,165000
98030660,826310,865000,839480,815000,861901,815000
7660100236,411499,396500,365927,375000,401578,375000
3834000520,338202,352000,311070,275000,406501,275000
7418700050,309431,335000,313144,299000,459705,299000
1328330290,325173,330000,328232,328000,404540,328000
1853200190,616587,625000,621173,612000,615195,612000
984200590,277282,255950,299699,315001,283643,315001
9126100550,611314,547500,596907,625000,517651,625000
930000305,422036,455000,410317,379400,503978,379400
2621760350,313533,329000,318313,325000,356198,325000
5652601140,661901,671000,671160,640000,733324,640000
3326059238,578891,577000,525290,500000,576134,500000
3438500192,299449,299000,284869,285000,287993,285000
7986401305,788413,790000,768128,767500,780851,767500
3343901188,287802,275000,287862,300000,347671,300000
2426049180,482484,500000,498501,515100,588581,515100
9512500380,445003,458500,454026,455000,408667,455000
1163100070,377624,425000,379013,355950,508914,355950
5562100325,311235,305000,306014,305000,439107,305000
8024201210,511341,479950,508325,550000,549525,550000
1431600180,354049,355000,340025,335000,477860,335000
7899800120,265074,270000,292519,294350,290439,294350
5739600427,744513,715000,720679,725000,460589,725000
2560801222,261255,250000,265232,309950,309940,309950
6696800030,599818,583800,616788,650000,575050,650000
6649300190,399753,481000,425534,407500,546904,407500
6306100190,249989,265000,247133,220000,266536,220000
1152700120,377532,384435,375674,370000,535921,370000
9406540190,338884,370000,338287,315000,433938,315000
5611500170,772343,775000,762359,739999,816506,739999
2856101479,287222,392800,306402,276000,276037,276000
8078050040,253968,245000,251496,250000,106104,250000
8651400730,197273,203000,194409,191000,125825,191000
3330500335,352538,324800,324530,325000,347813,325000
1175000110,512894,520000,506176,506000,445461,506000
6181420200,285678,330000,299184,272000,343638,272000
4034900065,519470,600000,545876,459900,563812,459900
5093300280,1695801,1870000,1810119,1681000,1189374,1681000
7922710450,728756,663000,720730,731000,711784,731000
6056100370,462951,500000,453190,430000,429166,430000
2473251180,247878,250000,258204,255000,239356,255000
476000324,477484,485000,471113,460000,497769,460000
1524079093,372575,425000,391392,369500,366523,369500
3303980520,1134732,1070000,1112814,1135000,992358,1135000
6065300570,1214108,1110000,1163285,1250000,790625,1250000
123059127,615230,602500,637422,625000,576009,625000
624069050,1560258,1237500,1398873,1565000,1159933,1565000
3575302759,414887,425000,387638,365000,354271,365000
2523039282,260809,300000,263303,250000,268577,250000
1872900076,1011733,865000,993871,979000,630809,979000
619000100,393804,365000,400975,419000,376167,419000
5493110020,1957228,1728000,1914960,1950000,1150760,1950000
9202650130,565490,555000,595310,620000,489080,620000
7135520810,1259688,1195000,1268661,1278000,1019402,1278000
2172000750,174954,221900,179783,160000,267041,160000
3980300020,320877,280000,330679,340000,207665,340000
3319500385,399461,425000,409752,400000,363490,400000
3241600150,296748,260000,275680,287000,324384,287000
5104520720,335422,320000,339438,353500,254375,353500
1607100038,564495,830000,624090,500000,557016,500000
5462100240,200582,199000,196781,196500,204636,196500
2163900028,395875,600000,464601,350000,472152,350000
546000865,540715,489000,539605,556000,503537,556000
6204000040,538038,500000,557481,608000,669856,608000
1025079074,494331,535000,520551,510000,469111,510000
3959401284,470478,575000,490943,440000,533411,440000
192300020,484473,437000,476000,525000,498492,525000
